date,country,channel,campaign,device,group,impressions,clicks,conversions,spend_usd
2025-02-27,KR,Facebook,Flight,mobile,A,6076,216,13,282.76
2025-01-30,KR,Naver,Vacation,desktop,B,392,24,2,16.35
2025-02-21,KR,Baidu,Hotel,desktop,B,10140,424,23,372.58
2025-03-07,JP,Google,Hotel,desktop,A,6377,250,14,94.0
2025-03-13,SG,Baidu,Flight,mobile,A,8731,250,14,85.47
2025-01-17,TW,Facebook,Flight,desktop,B,417,20,1,16.49
2025-03-23,TH,Twitter,Hotel,mobile,A,5357,176,7,191.57
2025-01-15,TH,Google,Hotel,mobile,B,8319,411,23,559.89
2025-01-02,JP,Facebook,Hotel,mobile,B,10279,459,27,670.95
2025-01-05,TH,Google,Flight,mobile,B,10946,536,32,565.11
2025-01-19,TH,Baidu,Flight,desktop,A,7628,239,9,188.93
2025-03-20,TW,Google,Hotel,mobile,A,1707,62,3,59.46
2025-01-19,KR,Baidu,Hotel,mobile,B,12027,464,24,549.8
2025-03-04,TH,Google,Hotel,mobile,A,7464,289,14,45.42
2025-02-07,JP,Twitter,Flight,desktop,A,10101,327,18,222.73
2025-01-04,KR,Google,Hotel,mobile,A,11814,499,20,711.1
2025-02-09,KR,Twitter,Flight,mobile,B,4756,174,6,30.7
2025-01-03,KR,Google,Hotel,mobile,B,6487,353,13,251.43
2025-02-12,JP,Naver,Vacation,desktop,A,14272,407,18,58.06
2025-02-20,KR,Baidu,Vacation,desktop,A,9918,297,12,87.26
2025-02-16,KR,Google,Vacation,desktop,B,2652,129,3,63.86
2025-01-26,TW,Baidu,Hotel,desktop,A,1256,36,0,43.12
2025-03-10,SG,Naver,Hotel,mobile,B,11696,455,23,393.51
2025-02-23,SG,Naver,Vacation,desktop,A,14567,420,21,332.2
2025-01-23,KR,Twitter,Vacation,desktop,B,8894,372,16,150.39
2025-02-09,TH,Google,Flight,desktop,B,6056,296,11,277.66
2025-01-10,KR,Twitter,Flight,desktop,A,9209,270,13,304.75
2025-03-25,TH,Naver,Vacation,desktop,A,13759,436,18,606.19
2025-03-09,TH,Naver,Vacation,desktop,A,6728,206,10,145.06
2025-01-26,SG,Facebook,Vacation,mobile,A,4743,166,4,173.87
2025-03-02,TW,Google,Flight,mobile,B,3649,170,10,175.6
2025-03-03,KR,Baidu,Vacation,desktop,B,12431,530,32,402.05
2025-02-24,TW,Naver,Hotel,desktop,B,6110,255,10,41.27
2025-01-05,TH,Twitter,Vacation,mobile,B,5474,232,8,38.83
2025-03-21,TW,Naver,Hotel,desktop,A,7055,229,7,287.32
2025-03-28,TW,Google,Vacation,mobile,B,8460,432,23,588.82
2025-03-29,JP,Naver,Flight,mobile,B,4574,183,10,263.02
2025-03-30,KR,Twitter,Hotel,mobile,B,6829,299,16,188.1
2025-03-25,SG,Twitter,Hotel,desktop,B,6291,280,16,64.1
2025-03-08,JP,Facebook,Hotel,mobile,B,3453,168,4,219.87
2025-01-06,SG,Baidu,Hotel,desktop,A,12046,374,21,259.4
2025-02-11,TH,Twitter,Vacation,mobile,A,4353,143,3,160.05
2025-01-23,KR,Naver,Flight,desktop,A,10071,302,9,119.88
2025-01-20,JP,Naver,Flight,desktop,B,4328,165,7,92.14
2025-03-16,TH,Facebook,Hotel,mobile,A,5581,189,7,103.93
2025-03-15,JP,Facebook,Flight,mobile,A,7572,283,16,166.49
2025-02-16,JP,Baidu,Vacation,desktop,A,368,7,0,9.38
2025-03-08,TW,Twitter,Vacation,mobile,B,852,30,2,19.19
2025-01-12,KR,Facebook,Hotel,desktop,B,13010,575,35,363.86
2025-01-20,TW,Google,Vacation,mobile,A,1120,37,3,37.23
2025-03-19,SG,Naver,Flight,desktop,A,10359,292,19,143.57
2025-02-10,TH,Baidu,Vacation,mobile,B,6027,268,15,209.16
2025-02-19,TW,Google,Flight,desktop,B,14148,684,35,539.16
2025-02-11,SG,Facebook,Flight,desktop,A,4107,147,9,97.05
2025-01-19,KR,Google,Flight,mobile,A,8087,352,13,416.04
2025-03-16,KR,Facebook,Vacation,desktop,A,3430,124,6,125.73
2025-03-10,TH,Baidu,Flight,desktop,B,2110,86,4,50.33
2025-03-03,SG,Facebook,Flight,desktop,A,6951,239,10,292.02
2025-02-01,TH,Naver,Hotel,desktop,A,2331,66,0,34.39
2025-02-27,JP,Facebook,Hotel,mobile,B,6107,283,16,389.86
2025-03-27,SG,Baidu,Flight,desktop,B,2663,111,5,114.33
2025-02-28,KR,Baidu,Hotel,mobile,B,5945,251,5,174.48
2025-02-14,SG,Twitter,Hotel,mobile,B,12034,449,18,588.54
2025-01-25,TH,Naver,Hotel,desktop,B,10358,451,18,71.33
2025-02-17,KR,Twitter,Flight,mobile,A,8618,242,13,270.14
2025-02-03,TH,Facebook,Hotel,mobile,A,3827,145,8,204.34
2025-02-25,JP,Google,Vacation,mobile,A,1444,66,4,44.04
2025-01-05,JP,Twitter,Vacation,desktop,A,4936,157,8,214.33
2025-01-18,TH,Google,Flight,desktop,A,9686,374,12,431.97
2025-03-12,TW,Twitter,Vacation,mobile,B,11189,419,13,187.55
2025-02-04,JP,Naver,Flight,mobile,B,3181,132,6,96.37
2025-02-08,KR,Facebook,Flight,mobile,B,12036,553,23,823.2
2025-02-18,TH,Google,Flight,desktop,B,11202,574,32,511.89
2025-02-09,JP,Naver,Hotel,desktop,B,13959,577,37,719.16
2025-03-10,SG,Google,Flight,desktop,A,2411,115,4,166.04
2025-01-23,KR,Facebook,Flight,mobile,B,6106,276,14,54.47
2025-03-10,TH,Naver,Vacation,mobile,B,4950,195,11,280.85
2025-01-19,SG,Google,Hotel,mobile,B,2257,95,2,108.44
2025-02-03,KR,Baidu,Hotel,mobile,A,8805,253,11,126.67
2025-02-22,KR,Twitter,Vacation,mobile,B,10831,430,19,368.85
2025-03-21,TH,Naver,Hotel,mobile,A,8729,272,14,404.89
2025-01-21,JP,Naver,Vacation,mobile,B,10211,411,22,124.6
2025-02-22,TW,Baidu,Vacation,mobile,A,12324,388,16,446.08
2025-01-06,TW,Baidu,Hotel,desktop,A,12101,365,12,151.33
2025-01-07,KR,Twitter,Hotel,mobile,B,5599,227,21,241.51
2025-03-11,TH,Facebook,Flight,mobile,A,846,28,1,40.02
2025-03-06,SG,Facebook,Hotel,mobile,A,455,17,3,10.53
2025-02-03,KR,Twitter,Hotel,mobile,A,8652,268,12,82.23
2025-02-26,JP,Google,Vacation,mobile,B,2235,99,6,85.57
2025-02-04,JP,Facebook,Hotel,mobile,B,10156,459,23,561.31
2025-01-25,KR,Twitter,Vacation,desktop,B,8335,321,12,441.55
2025-02-08,SG,Facebook,Flight,mobile,A,504,22,3,16.69
2025-01-29,TH,Google,Vacation,desktop,B,4595,267,14,45.18
2025-03-15,KR,Naver,Vacation,desktop,A,14634,435,9,512.93
2025-02-07,JP,Google,Vacation,mobile,B,10116,476,28,401.66
2025-01-29,KR,Baidu,Vacation,mobile,A,6842,217,16,169.32
2025-02-18,TW,Google,Flight,mobile,B,7609,376,16,237.48
2025-03-10,TW,Baidu,Vacation,desktop,A,3441,106,4,137.67
2025-01-25,JP,Facebook,Vacation,desktop,B,12947,594,36,447.26
2025-03-26,SG,Facebook,Flight,mobile,A,3071,109,4,53.09
2025-02-11,TW,Naver,Vacation,mobile,A,2610,98,4,123.65
2025-03-01,SG,Facebook,Vacation,desktop,A,13021,433,14,561.23
2025-03-28,KR,Facebook,Hotel,desktop,A,8360,296,14,371.65
2025-02-08,SG,Google,Hotel,desktop,B,5038,262,15,224.98
2025-01-18,KR,Google,Hotel,mobile,A,6089,264,9,49.76
2025-03-09,TW,Facebook,Hotel,desktop,A,14059,502,19,477.21
2025-01-01,TH,Baidu,Flight,mobile,B,756,40,3,26.23
2025-02-11,TW,Naver,Flight,desktop,A,1610,48,3,22.91
2025-03-30,TH,Facebook,Vacation,desktop,A,9847,351,12,81.31
2025-02-07,KR,Google,Flight,desktop,B,14627,717,29,842.62
2025-03-03,TW,Naver,Flight,desktop,B,6250,240,13,319.24
2025-02-17,JP,Facebook,Hotel,desktop,B,7042,307,10,191.87
2025-01-20,TW,Twitter,Vacation,mobile,A,11354,324,6,344.88
2025-01-29,KR,Twitter,Vacation,desktop,B,8517,336,16,201.16
2025-02-17,JP,Twitter,Vacation,desktop,B,9301,404,16,319.82
2025-01-10,JP,Baidu,Vacation,mobile,B,4554,191,4,95.41
2025-02-07,SG,Google,Flight,mobile,B,3640,191,14,97.02
2025-02-07,TH,Google,Vacation,desktop,B,12213,632,24,65.36
2025-03-17,TW,Google,Vacation,mobile,A,3859,130,2,15.72
2025-01-12,TW,Twitter,Hotel,mobile,A,12066,406,13,548.05
2025-03-17,SG,Twitter,Vacation,mobile,A,10618,329,15,118.5
2025-02-06,TW,Google,Flight,mobile,B,702,42,3,17.36
2025-02-28,TH,Baidu,Vacation,desktop,A,5835,179,4,133.14
2025-02-20,KR,Baidu,Flight,mobile,A,12132,352,10,227.12
2025-01-27,JP,Twitter,Flight,mobile,B,4243,183,6,52.46
2025-03-25,SG,Naver,Vacation,mobile,A,6048,176,6,88.15
2025-01-21,TH,Naver,Vacation,desktop,B,2162,93,5,76.09
2025-01-04,TW,Baidu,Vacation,desktop,A,1869,55,2,48.46
2025-03-09,TH,Baidu,Hotel,desktop,B,11545,469,29,343.37
2025-02-25,KR,Baidu,Hotel,mobile,B,10674,401,14,86.81
2025-03-22,TW,Facebook,Hotel,mobile,B,14769,672,30,127.37
2025-02-11,JP,Baidu,Hotel,desktop,A,5077,177,10,104.79
2025-01-02,JP,Twitter,Hotel,desktop,B,3417,140,3,103.48
2025-01-02,JP,Baidu,Hotel,desktop,B,9451,411,10,138.41
2025-02-08,TW,Naver,Hotel,desktop,A,8736,251,6,59.23
2025-01-23,KR,Baidu,Flight,desktop,B,14723,609,28,395.34
2025-03-24,TH,Baidu,Hotel,desktop,B,6114,234,6,293.01
2025-01-11,TH,Naver,Hotel,mobile,A,4000,109,2,93.47
2025-03-21,JP,Facebook,Hotel,desktop,B,9659,446,26,342.57
2025-01-20,TW,Twitter,Hotel,mobile,B,4174,168,10,243.23
2025-01-11,TW,Facebook,Hotel,desktop,B,11389,507,24,332.67
2025-01-25,SG,Google,Flight,mobile,B,4571,254,8,245.95
2025-01-13,TH,Naver,Hotel,mobile,A,11232,337,19,364.53
2025-02-06,SG,Twitter,Hotel,mobile,B,8474,328,18,293.78
2025-01-30,KR,Baidu,Flight,mobile,B,11427,415,15,98.78
2025-02-17,JP,Twitter,Flight,desktop,A,12885,387,12,551.56
2025-02-18,JP,Google,Flight,desktop,A,13382,503,18,208.54
2025-01-01,JP,Twitter,Flight,desktop,A,6103,180,6,22.79
2025-01-12,JP,Google,Hotel,mobile,B,7928,404,17,495.72
2025-01-15,TH,Twitter,Flight,mobile,B,13929,577,20,68.99
2025-01-18,TH,Twitter,Vacation,desktop,A,9782,273,10,73.94
2025-01-09,TH,Naver,Hotel,desktop,A,10918,331,13,277.71
2025-01-29,SG,Twitter,Hotel,desktop,B,10021,431,20,405.13
2025-02-19,SG,Twitter,Hotel,mobile,B,14175,531,30,496.3
2025-01-28,JP,Google,Flight,desktop,B,1501,77,0,66.12
2025-01-30,KR,Baidu,Vacation,mobile,B,2479,105,5,53.95
2025-02-12,TW,Twitter,Hotel,mobile,A,3894,124,4,12.44
2025-02-19,JP,Baidu,Hotel,mobile,B,3259,122,7,180.64
2025-01-30,SG,Twitter,Flight,desktop,B,848,32,5,24.51
2025-01-20,SG,Google,Vacation,mobile,B,2069,132,4,97.79
2025-02-06,TW,Twitter,Hotel,desktop,A,5646,190,3,28.09
2025-01-03,JP,Twitter,Flight,mobile,A,6895,207,4,233.39
2025-02-14,KR,Baidu,Hotel,mobile,A,6578,195,6,62.78
2025-03-26,JP,Naver,Vacation,desktop,B,10991,478,30,705.41
2025-02-05,TW,Twitter,Hotel,desktop,B,12278,496,27,433.0
2025-01-10,TW,Facebook,Vacation,mobile,B,539,18,1,2.49
2025-03-05,JP,Google,Vacation,desktop,A,6868,229,8,238.09
2025-01-12,TW,Naver,Flight,desktop,A,13552,397,21,330.5
2025-01-18,TH,Google,Hotel,mobile,A,11428,446,14,174.65
2025-01-14,TH,Facebook,Vacation,mobile,A,9958,330,13,193.08
2025-03-21,TH,Baidu,Vacation,mobile,B,1420,58,1,65.27
2025-03-30,JP,Facebook,Vacation,mobile,B,319,9,0,5.52
2025-02-21,SG,Google,Hotel,desktop,B,3077,180,11,124.3
2025-02-25,SG,Facebook,Vacation,mobile,A,6302,222,7,52.21
2025-02-28,TW,Baidu,Flight,mobile,A,11960,355,15,198.17
2025-02-24,KR,Naver,Flight,mobile,B,6556,253,11,184.88
2025-02-18,KR,Facebook,Flight,desktop,B,12603,558,30,607.83
2025-03-30,TH,Facebook,Hotel,mobile,B,11252,524,18,531.45
2025-03-07,SG,Facebook,Hotel,desktop,B,10891,508,21,552.14
2025-01-08,SG,Naver,Flight,desktop,B,12088,483,23,644.84
2025-02-05,KR,Twitter,Vacation,desktop,B,2714,118,5,110.62
2025-03-29,TW,Naver,Hotel,desktop,B,5364,205,9,281.11
2025-02-06,SG,Google,Hotel,desktop,A,3341,152,6,31.65
2025-01-19,TH,Google,Hotel,mobile,A,11471,486,18,259.07
2025-03-20,KR,Baidu,Flight,mobile,A,11575,317,11,275.55
2025-02-26,JP,Naver,Flight,mobile,A,5507,180,6,126.85
2025-02-20,JP,Google,Hotel,desktop,A,13199,530,18,497.12
2025-02-07,TW,Google,Vacation,mobile,A,2724,103,10,107.7
2025-01-12,TH,Facebook,Flight,mobile,B,9493,412,17,257.11
2025-02-04,KR,Naver,Flight,desktop,A,4000,104,6,53.23
2025-02-09,TW,Baidu,Hotel,mobile,A,8188,277,12,169.57
2025-03-25,TH,Baidu,Flight,desktop,B,3043,115,6,50.98
2025-01-28,TH,Baidu,Flight,mobile,B,14732,569,38,454.84
2025-01-14,SG,Google,Hotel,desktop,B,6154,333,15,292.49
2025-02-08,SG,Baidu,Flight,desktop,B,8835,347,12,106.65
2025-03-31,TH,Facebook,Vacation,mobile,B,1314,57,4,33.74
2025-02-13,JP,Naver,Flight,desktop,A,12979,388,15,273.24
2025-02-04,SG,Google,Vacation,mobile,B,9379,494,22,454.72
2025-03-02,JP,Baidu,Flight,desktop,B,12202,508,23,75.22
2025-02-28,KR,Twitter,Hotel,desktop,B,9489,403,21,142.09
2025-01-27,KR,Facebook,Flight,desktop,B,871,45,1,26.69
2025-03-29,TW,Baidu,Flight,mobile,A,497,14,0,16.65
2025-02-23,KR,Naver,Hotel,desktop,B,9272,390,19,469.65
2025-01-06,TH,Baidu,Flight,mobile,B,14069,575,29,684.89
2025-02-06,TH,Naver,Flight,desktop,A,5251,169,8,253.32
2025-03-25,KR,Naver,Flight,mobile,B,5264,221,19,84.57
2025-02-05,JP,Naver,Flight,mobile,B,9844,428,23,64.38
2025-02-21,SG,Google,Vacation,desktop,A,5685,243,7,295.36
2025-02-25,TH,Naver,Hotel,desktop,B,3170,131,10,122.66
2025-03-05,TH,Naver,Flight,desktop,A,3830,120,5,179.61
2025-03-20,SG,Google,Vacation,desktop,A,3568,141,6,145.92
2025-01-14,SG,Twitter,Vacation,desktop,B,10642,419,19,215.24
2025-02-16,TH,Facebook,Hotel,mobile,A,13078,449,18,168.82
2025-02-18,TW,Facebook,Flight,mobile,A,10634,368,10,331.42
2025-01-14,JP,Google,Hotel,mobile,A,4771,175,7,175.42
2025-03-02,SG,Google,Hotel,mobile,A,7944,316,6,434.84
2025-01-11,JP,Twitter,Flight,mobile,A,7015,231,7,340.75
2025-02-11,TW,Naver,Vacation,desktop,B,2952,109,6,64.45
2025-01-30,SG,Google,Vacation,mobile,B,10992,575,30,665.37
2025-01-14,TW,Baidu,Flight,mobile,A,14282,407,13,443.85
2025-03-16,SG,Twitter,Flight,mobile,B,7687,319,10,124.25
2025-01-22,TW,Naver,Vacation,mobile,B,6989,269,14,296.32
2025-01-23,SG,Baidu,Flight,desktop,A,14417,392,17,370.95
2025-03-18,JP,Naver,Vacation,desktop,B,7348,313,20,342.72
2025-03-20,SG,Naver,Hotel,desktop,B,10688,408,19,331.02
2025-01-04,TH,Facebook,Vacation,mobile,B,12346,580,33,118.74
2025-01-26,SG,Facebook,Hotel,mobile,A,2828,94,3,96.13
2025-03-05,TH,Baidu,Hotel,desktop,A,7166,222,4,244.19
2025-03-12,KR,Facebook,Hotel,desktop,A,7717,272,8,400.26
2025-03-31,SG,Facebook,Flight,desktop,A,3868,141,4,82.92
2025-02-19,TW,Twitter,Vacation,desktop,B,7600,301,24,67.97
2025-01-01,KR,Baidu,Hotel,mobile,A,6592,187,8,84.13
2025-03-20,JP,Baidu,Flight,mobile,A,13914,402,19,145.32
2025-01-15,KR,Naver,Vacation,desktop,A,12118,363,9,504.41
2025-01-11,TH,Facebook,Hotel,desktop,B,12062,590,34,641.65
2025-03-02,SG,Twitter,Vacation,mobile,B,14596,575,27,424.63
2025-02-24,JP,Twitter,Vacation,desktop,A,3327,112,4,96.81
2025-01-06,JP,Google,Vacation,desktop,B,12454,601,21,637.81
2025-01-16,TW,Facebook,Flight,mobile,B,11754,513,26,63.82
2025-02-23,TW,Twitter,Flight,mobile,B,3773,178,11,27.27
2025-01-23,TH,Facebook,Vacation,mobile,B,1233,70,4,58.01
2025-03-03,TH,Facebook,Vacation,desktop,A,10101,343,4,358.31
2025-02-07,TW,Twitter,Hotel,desktop,B,14220,570,35,465.66
2025-02-22,JP,Twitter,Flight,desktop,B,7102,283,15,155.38
2025-02-12,TH,Facebook,Vacation,desktop,A,8775,334,18,252.99
2025-02-02,JP,Naver,Hotel,mobile,B,5027,200,17,136.14
2025-01-31,TW,Naver,Vacation,desktop,A,4609,141,6,66.4
2025-03-04,TW,Naver,Vacation,desktop,A,14704,461,18,614.12
2025-02-16,SG,Naver,Vacation,mobile,A,2612,74,2,51.52
2025-02-23,KR,Google,Vacation,mobile,B,14161,689,29,973.23
2025-02-21,SG,Facebook,Flight,desktop,A,1420,58,2,30.96
2025-01-19,TH,Baidu,Vacation,mobile,A,12381,379,15,386.22
2025-03-24,TH,Naver,Hotel,desktop,A,7962,277,23,177.07
2025-02-20,SG,Facebook,Flight,mobile,B,8870,424,19,334.34
2025-03-06,SG,Baidu,Flight,desktop,B,14347,581,32,737.55
2025-03-21,SG,Baidu,Hotel,desktop,B,6819,261,11,100.3
2025-03-25,TW,Baidu,Hotel,desktop,A,14329,479,15,142.09
2025-03-02,SG,Naver,Hotel,mobile,A,5273,138,6,183.0
2025-03-12,JP,Baidu,Vacation,mobile,B,1918,79,3,22.65
2025-02-12,TW,Twitter,Vacation,mobile,B,7546,300,17,67.05
2025-03-08,TW,Twitter,Hotel,desktop,B,10081,405,18,580.27
2025-01-29,SG,Google,Hotel,mobile,A,2546,107,5,87.11
2025-03-06,TH,Twitter,Flight,desktop,B,6595,266,10,176.57
2025-01-08,SG,Google,Flight,desktop,B,11885,595,33,650.59
2025-03-24,KR,Twitter,Vacation,mobile,B,4374,165,9,216.4
2025-01-23,TH,Twitter,Hotel,mobile,A,4761,145,2,195.6
2025-03-01,SG,Facebook,Vacation,mobile,B,8885,379,20,259.3
2025-01-02,JP,Naver,Vacation,desktop,A,10855,308,15,136.39
2025-01-15,TH,Facebook,Vacation,desktop,B,12657,624,34,679.28
2025-03-30,KR,Naver,Flight,mobile,A,6501,207,4,300.56
2025-03-17,JP,Twitter,Vacation,desktop,B,14330,568,30,559.56
2025-01-21,JP,Naver,Hotel,mobile,A,10496,331,15,148.88
2025-01-12,JP,Google,Vacation,mobile,A,8042,303,11,33.21
2025-03-15,KR,Facebook,Flight,desktop,A,5806,198,8,36.91
2025-03-31,TW,Naver,Vacation,desktop,B,10144,419,15,229.26
2025-01-16,JP,Facebook,Hotel,desktop,B,9153,421,26,505.15
2025-03-01,TH,Naver,Hotel,mobile,A,7292,237,8,186.66
2025-01-26,JP,Baidu,Flight,mobile,B,2488,103,6,133.42
2025-03-08,SG,Facebook,Vacation,desktop,A,6377,220,2,302.97
2025-02-07,JP,Baidu,Vacation,mobile,B,10194,398,18,379.14
2025-01-12,SG,Twitter,Hotel,mobile,A,12242,349,20,487.67
2025-01-30,SG,Naver,Hotel,mobile,A,13433,398,24,168.49
2025-02-18,KR,Google,Hotel,desktop,B,393,16,0,18.14
2025-03-13,TH,Twitter,Flight,mobile,B,13797,534,23,760.57
2025-01-02,JP,Facebook,Flight,desktop,A,13730,484,13,279.69
2025-03-28,KR,Twitter,Vacation,mobile,B,2365,104,7,57.35
2025-02-28,TW,Google,Hotel,mobile,B,4747,237,9,162.62
2025-03-20,TH,Twitter,Flight,desktop,B,13658,582,28,652.6
2025-03-25,TW,Twitter,Hotel,mobile,B,11855,471,26,686.29
2025-01-14,KR,Naver,Hotel,desktop,A,6071,195,7,232.56
2025-01-09,TH,Google,Hotel,mobile,A,13898,553,29,322.24
2025-03-11,TH,Naver,Hotel,mobile,B,4003,166,8,182.4
2025-01-17,SG,Twitter,Vacation,mobile,A,3225,93,1,134.88
2025-01-14,SG,Naver,Hotel,mobile,B,3731,161,11,112.33
2025-02-12,JP,Google,Hotel,desktop,B,1876,97,8,49.54
2025-03-24,JP,Baidu,Hotel,mobile,B,13097,532,20,638.05
2025-03-13,JP,Google,Flight,desktop,B,4869,237,11,192.73
2025-02-16,JP,Google,Flight,mobile,A,11954,499,18,517.74
2025-01-18,SG,Naver,Vacation,desktop,A,11401,377,15,322.5
2025-01-31,TH,Naver,Flight,mobile,B,7831,305,19,390.88
2025-03-03,SG,Twitter,Vacation,desktop,A,2310,63,3,68.04
2025-01-15,KR,Twitter,Vacation,desktop,B,9194,380,28,506.55
2025-02-17,JP,Naver,Flight,mobile,A,14213,431,16,606.12
2025-01-02,SG,Naver,Flight,mobile,B,11328,481,26,147.0
2025-01-30,TH,Baidu,Vacation,mobile,B,4097,150,10,157.86
2025-01-23,KR,Facebook,Flight,desktop,B,1157,57,2,47.41
2025-03-03,JP,Naver,Vacation,mobile,A,14990,474,21,535.41
2025-03-24,TW,Twitter,Hotel,mobile,B,12263,468,23,480.19
2025-01-14,KR,Google,Flight,desktop,A,1830,86,5,35.33
2025-03-13,TH,Naver,Vacation,desktop,B,6580,247,11,300.75
2025-03-01,JP,Baidu,Flight,desktop,A,4163,120,4,125.05
2025-03-29,KR,Twitter,Flight,mobile,B,7315,288,11,36.37
2025-03-24,SG,Facebook,Hotel,mobile,B,9263,426,36,43.02
2025-01-10,JP,Google,Hotel,mobile,A,10021,412,14,556.27
2025-03-08,TH,Google,Vacation,mobile,A,7598,301,13,367.42
2025-02-23,JP,Naver,Vacation,mobile,B,13017,522,26,70.88
2025-01-11,SG,Baidu,Flight,desktop,A,13968,408,21,278.72
2025-01-24,KR,Twitter,Flight,desktop,A,7343,227,9,186.24
2025-03-25,KR,Naver,Flight,desktop,B,1130,54,0,46.75
2025-02-18,TW,Twitter,Flight,mobile,B,7016,310,14,436.34
2025-01-31,SG,Google,Hotel,mobile,B,3648,189,8,164.07
2025-01-29,TH,Facebook,Hotel,mobile,B,9826,440,19,509.75
2025-03-17,SG,Naver,Vacation,mobile,B,9662,373,16,149.27
2025-01-26,KR,Baidu,Flight,mobile,A,12591,381,14,291.12
2025-01-15,SG,Baidu,Hotel,mobile,A,8891,291,16,248.12
2025-02-21,TW,Google,Vacation,desktop,B,238,10,0,8.61
2025-03-31,TW,Twitter,Flight,desktop,A,2277,65,0,9.71
2025-01-17,KR,Facebook,Flight,desktop,B,12090,550,35,564.72
2025-01-23,TW,Naver,Vacation,desktop,A,2705,77,3,105.64
2025-02-12,SG,Facebook,Hotel,desktop,A,10000,359,14,374.45
2025-01-18,TW,Baidu,Hotel,desktop,B,780,29,2,22.56
2025-02-28,JP,Facebook,Vacation,desktop,B,7664,359,20,43.73
2025-01-23,TH,Google,Flight,desktop,A,594,22,0,21.11
2025-01-12,TW,Baidu,Vacation,desktop,A,4346,116,1,143.76
2025-01-24,TH,Google,Hotel,mobile,A,9694,392,9,123.84
2025-03-25,SG,Twitter,Flight,desktop,A,8316,243,9,155.44
2025-03-26,KR,Google,Hotel,desktop,B,1202,63,2,45.01
2025-02-15,TH,Google,Hotel,mobile,A,7319,296,10,299.18
2025-02-06,TH,Baidu,Flight,mobile,B,1560,56,5,46.49
2025-03-15,SG,Naver,Hotel,mobile,A,9927,314,15,240.21
2025-01-18,JP,Naver,Flight,mobile,B,456,17,0,5.96
2025-02-28,KR,Google,Flight,mobile,A,11111,462,10,375.46
2025-03-03,TH,Facebook,Flight,mobile,B,6882,307,21,293.24
2025-03-05,JP,Naver,Vacation,desktop,A,1635,62,1,62.02
2025-01-20,KR,Google,Vacation,mobile,B,3333,159,13,162.9
2025-03-06,KR,Baidu,Flight,desktop,A,3740,115,6,141.66
2025-02-25,JP,Facebook,Flight,desktop,A,10031,386,12,376.7
2025-03-20,TH,Naver,Hotel,mobile,A,11526,358,15,248.87
2025-01-16,TW,Facebook,Flight,desktop,B,8083,353,20,465.37
2025-02-25,JP,Baidu,Flight,desktop,A,2016,78,0,8.01
2025-03-16,KR,Baidu,Vacation,desktop,B,12084,490,31,504.25
2025-01-26,KR,Facebook,Vacation,desktop,B,14490,668,42,177.82
2025-03-08,TH,Naver,Hotel,desktop,B,11137,468,20,263.74
2025-01-09,TW,Twitter,Flight,desktop,B,6868,284,17,341.51
2025-03-06,JP,Facebook,Vacation,mobile,A,3456,122,4,29.19
2025-02-24,TH,Google,Flight,mobile,B,3111,167,7,72.2
2025-01-18,TW,Twitter,Hotel,desktop,A,5349,171,8,245.96
2025-01-06,TW,Baidu,Hotel,mobile,B,2263,86,2,46.87
2025-03-09,KR,Twitter,Flight,mobile,A,1940,54,1,8.39
2025-01-22,JP,Twitter,Hotel,desktop,B,10098,365,21,68.38
2025-02-14,KR,Google,Vacation,desktop,B,5169,268,17,341.21
2025-01-06,JP,Google,Flight,mobile,A,3375,137,4,149.21
2025-03-28,TH,Naver,Flight,mobile,A,4978,138,3,46.22
2025-02-19,TW,Twitter,Hotel,mobile,B,1628,71,6,56.44
2025-03-25,SG,Google,Flight,mobile,A,13245,523,19,775.51
2025-01-15,TH,Naver,Hotel,desktop,B,3685,152,4,215.4
2025-01-19,TH,Baidu,Flight,mobile,B,11763,452,19,329.09
2025-02-24,JP,Facebook,Hotel,mobile,A,13917,476,18,197.9
2025-02-24,JP,Google,Vacation,mobile,A,11224,425,16,401.23
2025-03-13,TW,Naver,Flight,mobile,A,6192,208,11,155.52
2025-03-25,TW,Naver,Flight,desktop,A,6800,189,5,82.55
2025-03-15,TH,Twitter,Hotel,mobile,A,12937,378,16,366.95
2025-01-13,TH,Facebook,Vacation,mobile,A,4299,170,7,241.27
2025-01-28,TH,Google,Flight,desktop,A,11201,438,12,567.84
2025-03-24,KR,Google,Vacation,mobile,A,2010,92,2,16.88
2025-02-19,JP,Facebook,Hotel,mobile,B,10343,476,26,116.35
2025-03-20,SG,Facebook,Vacation,desktop,A,7336,284,10,202.55
2025-02-20,JP,Baidu,Vacation,desktop,A,8703,255,14,314.95
2025-01-05,TH,Facebook,Vacation,mobile,A,13696,496,22,245.22
2025-02-12,JP,Naver,Vacation,desktop,A,13090,418,24,277.3
2025-03-16,JP,Baidu,Hotel,mobile,B,6372,244,18,296.94
2025-02-28,JP,Facebook,Flight,desktop,B,13831,571,31,693.27
2025-01-12,TW,Baidu,Flight,mobile,A,12278,364,13,124.13
2025-01-19,SG,Baidu,Hotel,mobile,A,7999,243,7,194.67
2025-03-18,KR,Facebook,Flight,desktop,A,1090,33,2,18.29
2025-03-30,TH,Twitter,Flight,mobile,A,1160,33,0,21.93
2025-03-09,KR,Naver,Vacation,mobile,B,6098,219,8,125.63
2025-01-09,TW,Naver,Vacation,mobile,B,5203,197,8,179.73
